"","StateFull","Year","Description","Value"
"32273","Great Lakes","2009","Average wages and salaries",43294
"32274","Great Lakes","2009","Average nonfarm proprietors' income",20743
"32275","Plains","2009","Place of residence profile",NA
"32276","Plains","2009","Personal income (millions of dollars)",784027.8
"32277","Plains","2009","Derivation of personal income",NA
"32278","Plains","2009","Net earnings by place of residence",507053
"32279","Plains","2009","Personal current transfer receipts",137635.6
"32280","Plains","2009","Income maintenance benefits 1/",12403.8
"32281","Plains","2009","Unemployment insurance compensation",7188.7
"32282","Plains","2009","Retirement and other",118043.1
"32283","Plains","2009","Dividends, interest, and rent",139339.2
"32284","Plains","2009","Personal dividend income",40487.5
"32285","Plains","2009","Personal interest income",81148.7
"32286","Plains","2009","Imputed interest receipts 2/",52130.6
"32287","Plains","2009","Monetary interest receipts",29018.1
"32288","Plains","2009","Rental income of persons",17702.9
"32289","Plains","2009","Imputed rent",11205.7
"32290","Plains","2009","Monetary rent",6497.2
"32291","Plains","2009","Population (persons) 3/",20392583
"32292","Plains","2009","Per capita incomes (dollars)",NA
"32293","Plains","2009","Per capita personal income 4/",38447
"32294","Plains","2009","Per capita net earnings 4/",24865
"32295","Plains","2009","Per capita personal current transfer receipts 4/",6749
"32296","Plains","2009","Per capita income maintenance benefits 4/",608
"32297","Plains","2009","Per capita unemployment insurance compensation 4/",353
"32298","Plains","2009","Per capita retirement and other 4/",5789
"32299","Plains","2009","Per capita dividends, interest, and rent 4/",6833
"32300","Plains","2009","Per capita dividends 4/",1985
"32301","Plains","2009","Per capita interest 4/",3979
"32302","Plains","2009","Per capita rent 4/",868
"32303","Plains","2009","Place of work profile (millions of dollars)",NA
"32304","Plains","2009","Earnings by place of work",578517.1
"32305","Plains","2009","Wages and salaries",411044.4
"32306","Plains","2009","Supplements to wages and salaries",99521.9
"32307","Plains","2009","Employer contributions for employee pension and insurance funds 5/",68228.7
"32308","Plains","2009","Employer contributions for government social insurance",31293.2
"32309","Plains","2009","Proprietors' income",67950.9
"32310","Plains","2009","Farm proprietors' income",11906.4
"32311","Plains","2009","Nonfarm proprietors' income",56044.5
"32312","Plains","2009","Total employment (number of jobs)",12991460
"32313","Plains","2009","Wage and salary employment",10233920
"32314","Plains","2009","Proprietors employment",2757540
"32315","Plains","2009","Farm proprietors employment 6/",381549
"32316","Plains","2009","Nonfarm proprietors employment",2375991
"32317","Plains","2009","Average earnings per job (dollars)",44531
"32318","Plains","2009","Average wages and salaries",40165
"32319","Plains","2009","Average nonfarm proprietors' income",23588
"32320","Southeast","2009","Place of residence profile",NA
"32321","Southeast","2009","Personal income (millions of dollars)",2753800.3
"32322","Southeast","2009","Derivation of personal income",NA
"32323","Southeast","2009","Net earnings by place of residence",1687510.2
"32324","Southeast","2009","Personal current transfer receipts",546962.5
"32325","Southeast","2009","Income maintenance benefits 1/",60175.7
"32326","Southeast","2009","Unemployment insurance compensation",24889
"32327","Southeast","2009","Retirement and other",461897.9
"32328","Southeast","2009","Dividends, interest, and rent",519327.6
"32329","Southeast","2009","Personal dividend income",134756.9
"32330","Southeast","2009","Personal interest income",314562.5
"32331","Southeast","2009","Imputed interest receipts 2/",206845
"32332","Southeast","2009","Monetary interest receipts",107717.5
"32333","Southeast","2009","Rental income of persons",70008.2
"32334","Southeast","2009","Imputed rent",49317.8
"32335","Southeast","2009","Monetary rent",20690.3
"32336","Southeast","2009","Population (persons) 3/",77814936
"32337","Southeast","2009","Per capita incomes (dollars)",NA
"32338","Southeast","2009","Per capita personal income 4/",35389
"32339","Southeast","2009","Per capita net earnings 4/",21686
"32340","Southeast","2009","Per capita personal current transfer receipts 4/",7029
"32341","Southeast","2009","Per capita income maintenance benefits 4/",773
"32342","Southeast","2009","Per capita unemployment insurance compensation 4/",320
"32343","Southeast","2009","Per capita retirement and other 4/",5936
"32344","Southeast","2009","Per capita dividends, interest, and rent 4/",6674
"32345","Southeast","2009","Per capita dividends 4/",1732
"32346","Southeast","2009","Per capita interest 4/",4042
"32347","Southeast","2009","Per capita rent 4/",900
"32348","Southeast","2009","Place of work profile (millions of dollars)",NA
"32349","Southeast","2009","Earnings by place of work",1885257.8
"32350","Southeast","2009","Wages and salaries",1381109.5
"32351","Southeast","2009","Supplements to wages and salaries",329291.3
"32352","Southeast","2009","Employer contributions for employee pension and insurance funds 5/",228772
"32353","Southeast","2009","Employer contributions for government social insurance",100519.3
"32354","Southeast","2009","Proprietors' income",174857.1
"32355","Southeast","2009","Farm proprietors' income",7425
"32356","Southeast","2009","Nonfarm proprietors' income",167432.1
"32357","Southeast","2009","Total employment (number of jobs)",42223496
"32358","Southeast","2009","Wage and salary employment",33268401
"32359","Southeast","2009","Proprietors employment",8955095
"32360","Southeast","2009","Farm proprietors employment 6/",487754
"32361","Southeast","2009","Nonfarm proprietors employment",8467341
"32362","Southeast","2009","Average earnings per job (dollars)",44649
"32363","Southeast","2009","Average wages and salaries",41514
"32364","Southeast","2009","Average nonfarm proprietors' income",19774
"32365","Southwest","2009","Place of residence profile",NA
"32366","Southwest","2009","Personal income (millions of dollars)",1320708.2
"32367","Southwest","2009","Derivation of personal income",NA
"32368","Southwest","2009","Net earnings by place of residence",869527.5
"32369","Southwest","2009","Personal current transfer receipts",227408.1
"32370","Southwest","2009","Income maintenance benefits 1/",26601.8
"32371","Southwest","2009","Unemployment insurance compensation",9211.8
"32372","Southwest","2009","Retirement and other",191594.5
"32373","Southwest","2009","Dividends, interest, and rent",223772.6
"32374","Southwest","2009","Personal dividend income",60161.5
"32375","Southwest","2009","Personal interest income",135007.7
"32376","Southwest","2009","Imputed interest receipts 2/",90775.1
"32377","Southwest","2009","Monetary interest receipts",44232.5
"32378","Southwest","2009","Rental income of persons",28603.3
"32379","Southwest","2009","Imputed rent",16385.5
"32380","Southwest","2009","Monetary rent",12217.8
"32381","Southwest","2009","Population (persons) 3/",36899289
"32382","Southwest","2009","Per capita incomes (dollars)",NA
"32383","Southwest","2009","Per capita personal income 4/",35792
"32384","Southwest","2009","Per capita net earnings 4/",23565
"32385","Southwest","2009","Per capita personal current transfer receipts 4/",6163
"32386","Southwest","2009","Per capita income maintenance benefits 4/",721
"32387","Southwest","2009","Per capita unemployment insurance compensation 4/",250
"32388","Southwest","2009","Per capita retirement and other 4/",5192
"32389","Southwest","2009","Per capita dividends, interest, and rent 4/",6064
"32390","Southwest","2009","Per capita dividends 4/",1630
"32391","Southwest","2009","Per capita interest 4/",3659
"32392","Southwest","2009","Per capita rent 4/",775
"32393","Southwest","2009","Place of work profile (millions of dollars)",NA
"32394","Southwest","2009","Earnings by place of work",970589.7
"32395","Southwest","2009","Wages and salaries",691534.1
"32396","Southwest","2009","Supplements to wages and salaries",151396.1
"32397","Southwest","2009","Employer contributions for employee pension and insurance funds 5/",103708.1
"32398","Southwest","2009","Employer contributions for government social insurance",47688.1
"32399","Southwest","2009","Proprietors' income",127659.4
"32400","Southwest","2009","Farm proprietors' income",-581.7
"32401","Southwest","2009","Nonfarm proprietors' income",128241.1
"32402","Southwest","2009","Total employment (number of jobs)",20639897
"32403","Southwest","2009","Wage and salary employment",15751338
"32404","Southwest","2009","Proprietors employment",4888559
"32405","Southwest","2009","Farm proprietors employment 6/",332266
"32406","Southwest","2009","Nonfarm proprietors employment",4556293
"32407","Southwest","2009","Average earnings per job (dollars)",47025
"32408","Southwest","2009","Average wages and salaries",43903
"32409","Southwest","2009","Average nonfarm proprietors' income",28146
"32410","Rocky Mountain","2009","Place of residence profile",NA
"32411","Rocky Mountain","2009","Personal income (millions of dollars)",391528.9
"32412","Rocky Mountain","2009","Derivation of personal income",NA
"32413","Rocky Mountain","2009","Net earnings by place of residence",253876.8
"32414","Rocky Mountain","2009","Personal current transfer receipts",57705.3
"32415","Rocky Mountain","2009","Income maintenance benefits 1/",5643.6
"32416","Rocky Mountain","2009","Unemployment insurance compensation",3592.9
"32417","Rocky Mountain","2009","Retirement and other",48468.8
"32418","Rocky Mountain","2009","Dividends, interest, and rent",79946.9
"32419","Rocky Mountain","2009","Personal dividend income",21854.6
"32420","Rocky Mountain","2009","Personal interest income",46413.1
"32421","Rocky Mountain","2009","Imputed interest receipts 2/",31098.2
"32422","Rocky Mountain","2009","Monetary interest receipts",15314.9
"32423","Rocky Mountain","2009","Rental income of persons",11679.2
"32424","Rocky Mountain","2009","Imputed rent",7771.8
"32425","Rocky Mountain","2009","Monetary rent",3907.3
"32426","Rocky Mountain","2009","Population (persons) 3/",10793888
"32427","Rocky Mountain","2009","Per capita incomes (dollars)",NA
"32428","Rocky Mountain","2009","Per capita personal income 4/",36273
"32429","Rocky Mountain","2009","Per capita net earnings 4/",23520
"32430","Rocky Mountain","2009","Per capita personal current transfer receipts 4/",5346
"32431","Rocky Mountain","2009","Per capita income maintenance benefits 4/",523
"32432","Rocky Mountain","2009","Per capita unemployment insurance compensation 4/",333
"32433","Rocky Mountain","2009","Per capita retirement and other 4/",4490
"32434","Rocky Mountain","2009","Per capita dividends, interest, and rent 4/",7407
"32435","Rocky Mountain","2009","Per capita dividends 4/",2025
"32436","Rocky Mountain","2009","Per capita interest 4/",4300
"32437","Rocky Mountain","2009","Per capita rent 4/",1082
"32438","Rocky Mountain","2009","Place of work profile (millions of dollars)",NA
"32439","Rocky Mountain","2009","Earnings by place of work",286279.8
"32440","Rocky Mountain","2009","Wages and salaries",211347.3
"32441","Rocky Mountain","2009","Supplements to wages and salaries",49335.2
"32442","Rocky Mountain","2009","Employer contributions for employee pension and insurance funds 5/",32873.8
"32443","Rocky Mountain","2009","Employer contributions for government social insurance",16461.4
